(c) Der Bundeswahlleiter, Wiesbaden 2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahlbewerberinnen und Wahlbewerber für die Wahl zum 9. Europäischen Parlament (26. Mai 2019) aus der Bundesrepublik Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stand:;12.04.2019;08:56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Format: CSV. Trennzeichen: Semikolon. Zeichensatz: UTF-8 mit BOM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahlart;Wahltag;Titel;Namenszusatz;Nachname;Vorname;Geschlecht;Geburtjahr;PLZ;Wohnort;WohnortLandAbk;Geburtsort;Staatsangehörigkeit;Beruf;Berufsschluessel;Kennzeichen;Gebietsart;Gebietsnummer;Gebietsname;GebietLandAbk;Gruppenname;GruppennameLang;Listenplatz;VerknKennzeichen;VerknGebietsart;VerknGebietsnummer;VerknGebietsname;VerknGebietLandAbk;VerknGruppenname;VerknListenplatz;VorpGewaehlt
EP;26.05.2019;;;Meier;Kilian;m;1999;86633;Neuburg a.d.Donau;BY;Ingolstadt;DE;Einzelhandelskaufmann;62;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;128;;;;;;;;
EP;26.05.2019;;;Meinhardt;Marc;m;1975;45892;Gelsenkirchen;NW;Dorsten;DE;Studienrat;84;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;90;;;;;;;;
EP;26.05.2019;;;Meinhof;Hans Hellmut Martin;m;1959;53474;Bad Neuenahr-Ahrweiler;RP;Duisburg;DE;Dipl.-Psychologe;81;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;49;;;;;;;;
EP;26.05.2019;;;Meise;Ariane Christine;w;1960;53797;Lohmar;NW;Mannheim;DE;Rechtsanwältin;73;Bewerber;Bund;99;Bundesgebiet;Bund;NPD;Nationaldemokratische Partei Deutschlands;7;;;;;;;;
EP;26.05.2019;;;Meist;Hannes Ernst Georg;m;1965;91555;Feuchtwangen;BY;Nürnberg;DE;Haustechniker;34;Bewerber;Bund;99;Bundesgebiet;Bund;DKP;Deutsche Kommunistische Partei;30;;;;;;;;
EP;26.05.2019;;;Mentzel;Antje;w;1982;19249;Lübtheen;MV;Teterow;DE;Köchin;29;Bewerber;Bund;99;Bundesgebiet;Bund;NPD;Nationaldemokratische Partei Deutschlands;6;;;;;;;;
EP;26.05.2019;;;Merz;Gabriela;w;1970;73460;Hüttlingen;BW;Aalen;DE;Dipl.-Kauffrau;61;Ersatzbewerber;Land;08;Baden-Württemberg;BW;CDU;Christlich Demokratische Union Deutschlands;12;;;;;;;;
EP;26.05.2019;;;Mettendorf;Matthias;m;1983;74078;Heilbronn;BW;Heilbronn-Neckargartach;DE;Informatikkaufmann (techn. Leiter);43;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;114;;;;;;;;
EP;26.05.2019;;;Metz;Janos Alexander;m;1987;94227;Zwiesel;BY;Münster;DE;selbst. Kaufmann;61;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;140;;;;;;;;
EP;26.05.2019;Prof. Dr.;;Meuthen;Jörg Hubert;m;1961;77855;Achern;BW;Essen;DE;Hochschullehrer, Politiker;71;Bewerber;Bund;99;Bundesgebiet;Bund;AfD;Alternative für Deutschland;1;;;;;;;;X
EP;26.05.2019;;;Meyer;Markus;m;1977;79110;Freiburg im Breisgau;BW;Freiburg im Breisgau;DE;Büroleiter im Abgeordnetenbüro;71;Bewerber;Land;08;Baden-Württemberg;BW;CDU;Christlich Demokratische Union Deutschlands;13;;;;;;;;
EP;26.05.2019;;;Meyer;Philipp Heinrich;m;1986;70197;Stuttgart;BW;Bremen;DE;Referent der Geschäftsführung;71;Ersatzbewerber;Land;08;Baden-Württemberg;BW;CDU;Christlich Demokratische Union Deutschlands;15;;;;;;;;
EP;26.05.2019;;;Meyer-Diekena;Jan-Alfred Gerhard;m;1947;28816;Stuhr;NI;Bremen;DE;Rechtsanwalt, Notar a. D.;73;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;106;;;;;;;;
EP;26.05.2019;;;Miaris;Stefanos;m;1975;53773;Hennef (Sieg);NW;Einbeck;DE;Polizeibeamter;53;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;87;;;;;;;;
EP;26.05.2019;;;Michels;Martina Johanna;w;1955;10249;Berlin;BE;Berlin;DE;MdEP;71;Bewerber;Bund;99;Bundesgebiet;Bund;DIE LINKE;DIE LINKE;5;;;;;;;;X
EP;26.05.2019;;;Milde;Nadine;w;1972;50677;Köln;NW;Stuttgart;DE;Kulturwissenschaftlerin;91;Bewerber;Bund;99;Bundesgebiet;Bund;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;34;;;;;;;;
EP;26.05.2019;;;Miraß;Heiko Fred Max;m;1967;18574;Poseritz;MV;Greifswald;DE;Dipl.-Volkswirt;91;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;19;;;;;;;;
EP;26.05.2019;;;Miro;Antonietta;w;1995;12057;Berlin;BE;Frankfurt (Oder);DE;Auszubildende;04;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;44;;;;;;;;
EP;26.05.2019;;;Mirow;Sahra;w;1984;69118;Heidelberg;BW;Lübeck;DE;wiss. Mitarbeiterin;84;Bewerber;Bund;99;Bundesgebiet;Bund;DIE LINKE;DIE LINKE;11;;;;;;;;
EP;26.05.2019;;;Misirlioğlu;Ismet;m;1966;10969;Berlin;BE;Carsamba, Türkei;DE;Dipl.-Ingenieur;27;Bewerber;Bund;99;Bundesgebiet;Bund;BIG;Bündnis für Innovation & Gerechtigkeit;4;Ersatzbewerber;Bund;99;Bundesgebiet;;BIG;1;
EP;26.05.2019;;;Mohr;Tobias;m;1973;16818;Dabergotz;BB;Landau in der Pfalz;DE;Winzermeister;11;Bewerber;Bund;99;Bundesgebiet;Bund;MLPD;Marxistisch-Leninistische Partei Deutschlands;9;;;;;;;;
EP;26.05.2019;;;Mohrhardt;Carsten;m;1975;76297;Stutensee;BW;Karlsruhe;DE;Facharzt für Orthopädie und Unfallchirurgie;81;Ersatzbewerber;Land;08;Baden-Württemberg;BW;CDU;Christlich Demokratische Union Deutschlands;16;;;;;;;;
EP;26.05.2019;;;Mokulys;Sabrina;w;1989;33605;Bielefeld;NW;Bielefeld;DE;Richterin;73;Bewerber;Land;05;Nordrhein-Westfalen;NW;CDU;Christlich Demokratische Union Deutschlands;13;;;;;;;;
EP;26.05.2019;;;Molitor;Carsten;m;1975;26802;Moormerland;NI;Dinslaken;DE;Vermögensberater;72;Bewerber;Bund;99;Bundesgebiet;Bund;PARTEI FÜR DIE TIERE;PARTEI FÜR DIE TIERE DEUTSCHLAND;2;;;;;;;;
EP;26.05.2019;;;Molitor;Katharina Dominique;w;1984;66123;Saarbrücken;SL;Saarbrücken;DE;Regisseurin (Theater);94;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;37;;;;;;;;
EP;26.05.2019;;;Molter;Martin;m;1975;19055;Schwerin;MV;Schwerin;DE;Kommunikationsdesigner;23;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;37;;;;;;;;
EP;26.05.2019;;;Moncsek;Mike;m;1964;09600;Oberschöna;SN;Freiberg;DE;Angestellter;71;Bewerber;Bund;99;Bundesgebiet;Bund;AfD;Alternative für Deutschland;20;;;;;;;;
EP;26.05.2019;;;Montag;Robert-Martin;m;1980;99099;Erfurt;TH;Erfurt;DE;Angestellter;71;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;7;;;;;;;;
EP;26.05.2019;;;Moring;Andreas;m;1978;22087;Hamburg;HH;Halle (Saale);DE;Professor, Unternehmer;84;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;55;;;;;;;;
EP;26.05.2019;;;Moroff;Michael Thomas;m;1981;71229;Leonberg;BW;Böblingen;DE;Dipl.-Physiker;41;Ersatzbewerber;Land;08;Baden-Württemberg;BW;CDU;Christlich Demokratische Union Deutschlands;6;;;;;;;;
EP;26.05.2019;;;Mortler;Marlene;w;1955;91207;Lauf a.d.Pegnitz;BY;Lauf a.d.Pegnitz;DE;MdB, Meisterin der ländl. Hauswirtschaft;71;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;6;;;;;;;;
EP;26.05.2019;Dr.;;Moseler;Claudius;m;1966;55127;Mainz;RP;Wiesbaden;DE;Dipl.-Geograph;42;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;27;;;;;;;;
EP;26.05.2019;;;Mosmann;Thomas;m;1972;78532;Tuttlingen;BW;Villingen-Schwenningen;DE;selbstständig;09;Bewerber;Bund;99;Bundesgebiet;Bund;Tierschutzallianz;Allianz für Menschenrechte, Tier- und Naturschutz;1;;;;;;;;
EP;26.05.2019;;;Motscha;Tanja;w;1973;27711;Osterholz-Scharmbeck;NI;Magdeburg;DE;Geschäftsführerin Sportverein;63;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;69;;;;;;;;
EP;26.05.2019;;;Mrasek;Klaus Georg Wenzel;m;1964;92224;Amberg;BY;Vilseck;DE;Polizeibeamter;53;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;19;;;;;;;;
EP;26.05.2019;;;Mtibaa;Tarak;m;1975;70327;Stuttgart;BW;Sfax, Tunesien;DE;Dipl.-Ingenieur;27;Bewerber;Bund;99;Bundesgebiet;Bund;BIG;Bündnis für Innovation & Gerechtigkeit;9;;;;;;;;
EP;26.05.2019;;;Muck;Klaus;m;1954;58256;Ennepetal;NW;Hagen;DE;Informatiker i. R.;05;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;86;;;;;;;;
EP;26.05.2019;;;Mäule;Renate Maria;w;1964;58119;Hagen;NW;Stuttgart-Hedelfingen;DE;techn. Einkäuferin;61;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;9;;;;;;;;
EP;26.05.2019;;;Mönkemeyer;Moritz;m;2000;31840;Hessisch Oldendorf;NI;Hameln;DE;Student;04;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;110;;;;;;;;
EP;26.05.2019;;;Müller;Alexander;m;1979;85570;Markt Schwaben;BY;München;DE;kfm. Angestellter;61;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;BP;Bayernpartei;7;;;;;;;;
EP;26.05.2019;;;Müller;Alexander;m;1969;08525;Plauen;SN;Schlema;DE;Rentner;05;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;49;;;;;;;;
EP;26.05.2019;;;Müller;Barbara Kristine;w;1958;24354;Kosel;SH;Schleswig;DE;Honorarkraft an Grundschulen;84;Bewerber;Bund;99;Bundesgebiet;Bund;DKP;Deutsche Kommunistische Partei;18;;;;;;;;
EP;26.05.2019;;;Müller;Daniel;m;1989;56170;Bendorf;RP;Andernach;DE;Elektroniker;26;Bewerber;Bund;99;Bundesgebiet;Bund;DIE VIOLETTEN;Die Violetten;8;;;;;;;;
EP;26.05.2019;;;Müller;Gabriele;w;1964;55128;Mainz;RP;Mainz;DE;med.-techn. Assistentin;81;Bewerber;Land;07;Rheinland-Pfalz;RP;CDU;Christlich Demokratische Union Deutschlands;13;;;;;;;;
EP;26.05.2019;;;Müller;Guido;m;1973;57074;Siegen;NW;Siegen;DE;PR-Berater;92;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;32;;;;;;;;
EP;26.05.2019;;;Müller;Henrike;w;1975;28203;Bremen;HB;Dessau;DE;MdBB;71;Bewerber;Bund;99;Bundesgebiet;Bund;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;23;;;;;;;;
EP;26.05.2019;;;Müller;Margot;w;1952;60431;Frankfurt am Main;HE;Frankfurt am Main;DE;Wendo-Trainerin;84;Bewerber;Bund;99;Bundesgebiet;Bund;DIE FRAUEN;Feministische Partei DIE FRAUEN;1;;;;;;;;
EP;26.05.2019;;;Müller;Sarah Anja;w;1997;37181;Hardegsen;NI;Göttingen;DE;Studentin;04;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;82;;;;;;;;
EP;26.05.2019;;;Müller;Thomas;m;1994;53925;Kall;NW;Mechernich;DE;Student;04;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;68;;;;;;;;
EP;26.05.2019;;;Müller;Thomas Karl;m;1954;96224;Burgkunstadt;BY;Hochstadt am Main;DE;Apotheker;81;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;23;;;;;;;;
EP;26.05.2019;;;Müller;Ulrike;w;1962;87547;Missen-Wilhams;BY;Augsburg;DE;MdEP;71;Bewerber;Bund;99;Bundesgebiet;Bund;FREIE WÄHLER;FREIE WÄHLER;1;;;;;;;;X
EP;26.05.2019;;;Münch-Steinbuch;Monika;w;1948;70597;Stuttgart;BW;Urbach;DE;Rentnerin, Narkoseärztin;05;Bewerber;Bund;99;Bundesgebiet;Bund;DKP;Deutsche Kommunistische Partei;6;;;;;;;;
EP;26.05.2019;;;Nagel;Christine;w;1980;79111;Freiburg im Breisgau;BW;Freiburg im Breisgau;DE;Sachbearbeiterin Integration;71;Ersatzbewerber;Land;08;Baden-Württemberg;BW;CDU;Christlich Demokratische Union Deutschlands;17;;;;;;;;
EP;26.05.2019;;;Nasskau;Marion Ursula;w;1954;46509;Xanten;NW;Dortmund;DE;Lehrerin, Gartendesignerin im Vorruhestand;84;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;57;Ersatzbewerber;Bund;99;Bundesgebiet;;SPD;44;
EP;26.05.2019;;van;Neer;Udo;m;1957;41751;Viersen;NW;Dülken (Viersen);DE;Kaufmann;61;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;53;;;;;;;;
EP;26.05.2019;;;Nehir;Tahsin;m;1969;86152;Augsburg;BY;Develi, Türkei;DE;Gastronom;63;Bewerber;Bund;99;Bundesgebiet;Bund;BIG;Bündnis für Innovation & Gerechtigkeit;35;;;;;;;;
EP;26.05.2019;;;Nehls;Hannes;m;1992;18059;Rostock;MV;Neubrandenburg;DE;Studienrat;84;Bewerber;Bund;99;Bundesgebiet;Bund;DIE LINKE;DIE LINKE;14;;;;;;;;
EP;26.05.2019;;;Neuendorf;Anna-Lena;w;1995;38543;Hillerse;NI;Clausthal-Zellerfeld;DE;Marketingplanerin;92;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;73;Ersatzbewerber;Bund;99;Bundesgebiet;;SPD;34;
EP;26.05.2019;;;Neufahrt;Eva-Marie;w;1946;85540;Haar;BY;Hamburg;DE;Produzentin;94;Bewerber;Bund;99;Bundesgebiet;Bund;LKR;LKR - Bernd Lucke und die Liberal-Konservativen Reformer;9;;;;;;;;
EP;26.05.2019;;;Neumann;Bernhard;m;1985;86153;Augsburg;BY;Rosenheim;DE;Pädagoge;91;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;BP;Bayernpartei;2;;;;;;;;
EP;26.05.2019;Dr.;;Neumann;Hannah Marie;w;1984;10365;Berlin;BE;Speyer;DE;freiberufl. Beraterin;71;Bewerber;Bund;99;Bundesgebiet;Bund;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;5;;;;;;;;
EP;26.05.2019;;;Neumann;Theresa;w;1990;63538;Großkrotzenburg;HE;Hanau;DE;wiss. Hilfskraft, Promotionsstudentin;84;Bewerber;Land;06;Hessen;HE;CDU;Christlich Demokratische Union Deutschlands;11;;;;;;;;
EP;26.05.2019;;;Neumann;Wiebke;w;1986;10777;Berlin;BE;Quedlinburg;DE;Politikwissenschaftlerin;91;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;85;Ersatzbewerber;Bund;99;Bundesgebiet;;SPD;76;
EP;26.05.2019;;;Neuser;Norbert Hans;m;1949;56154;Boppard;RP;Boppard;DE;MdEP, Rektor a. D.;71;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;14;;;;;;;;X
EP;26.05.2019;;;Newen;Günter Manfred;m;1966;54636;Sülm;RP;Bitburg;DE;Elektrotechniker, Bauleiter;26;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;83;;;;;;;;
EP;26.05.2019;Prof. Dr.;;Niebler;Angelika;w;1963;85591;Vaterstetten;BY;München;DE;MdEP, Rechtsanwältin;71;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;2;;;;;;;;X
EP;26.05.2019;;;Niederhaus;Valentina;w;1978;33142;Büren;NW;Spizewka;DE;Gesundheits- und Krankenpflegerin;81;Bewerber;Bund;99;Bundesgebiet;Bund;LIEBE;Europäische Partei LIEBE;3;;;;;;;;
EP;26.05.2019;;;Niederhaus;Anatolij;m;1971;33142;Büren;NW;Stavropol;DE;Berufskraftfahrer;52;Bewerber;Bund;99;Bundesgebiet;Bund;LIEBE;Europäische Partei LIEBE;2;;;;;;;;
EP;26.05.2019;;;Niederhaus;Irina;w;1991;33181;Bad Wünnenberg;NW;Spizewka;DE;zahnmed. Fachangestellte, chir. Assistenz;81;Bewerber;Bund;99;Bundesgebiet;Bund;LIEBE;Europäische Partei LIEBE;6;;;;;;;;
EP;26.05.2019;;;Nienaß;Niklas;m;1992;18069;Rostock;MV;Marl;DE;Student;04;Bewerber;Bund;99;Bundesgebiet;Bund;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;18;;;;;;;;
EP;26.05.2019;;;Niermann;Bernhard Michael Josef;m;1958;82256;Fürstenfeldbruck;BY;München;DE;Dipl.-Informatiker;43;Bewerber;Bund;99;Bundesgebiet;Bund;DIE VIOLETTEN;Die Violetten;6;;;;;;;;
EP;26.05.2019;;;Niklaus;Andreas Horst;m;1961;13347;Berlin;BE;St. Ilgen (Leimen);DE;Busfahrer;52;Bewerber;Bund;99;Bundesgebiet;Bund;SGP;Sozialistische Gleichheitspartei, Vierte Internationale;10;;;;;;;;
EP;26.05.2019;Dr.;;Nitsche;Adrian;m;1971;56077;Koblenz;RP;Koblenz;DE;Betriebswirt;71;Bewerber;Land;07;Rheinland-Pfalz;RP;CDU;Christlich Demokratische Union Deutschlands;11;;;;;;;;
EP;26.05.2019;;;Noichl;Maria;w;1967;83022;Rosenheim;BY;Rosenheim;DE;Fachlehrerin, Hauswirtschaftsmeisterin;84;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;3;;;;;;;;X
EP;26.05.2019;;;Nunes Caetano;Ana Isabel;w;1964;70736;Fellbach;BW;Sintra;PT;Kinderpflegerin, Sozialberaterin;83;Bewerber;Bund;99;Bundesgebiet;Bund;DIE FRAUEN;Feministische Partei DIE FRAUEN;5;;;;;;;;
EP;26.05.2019;;;Nürnberg;Ämilian Siegfried Georg;m;1989;80804;München;BY;Lauingen;DE;Angestellter;71;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;46;;;;;;;;
EP;26.05.2019;;;O'Sullivan;Eileen;w;1996;60431;Frankfurt am Main;HE;Bad Soden am Taunus;IE;Studentin;04;Bewerber;Bund;99;Bundesgebiet;Bund;Volt;Volt Deutschland;4;;;;;;;;
EP;26.05.2019;;;Oberbach;Kai;m;1963;14129;Berlin;BE;Berlin;DE;Bankkaufmann, Angestellter;72;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;59;;;;;;;;
EP;26.05.2019;;;Oberender;Danny;m;1978;96515;Sonneberg;TH;Sonneberg;DE;Instandhaltungsmitarbeiter;25;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;27;;;;;;;;
EP;26.05.2019;;;Oberstedt;Marcus;m;1979;27711;Osterholz-Scharmbeck;NI;Havelberg;DE;Jurist;73;Bewerber;Land;03;Niedersachsen;NI;CDU;Christlich Demokratische Union Deutschlands;20;;;;;;;;
EP;26.05.2019;;;Obst;Daniel;m;1972;68782;Brühl;BW;Halle (Saale);DE;Richter;73;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;43;;;;;;;;
EP;26.05.2019;;;Odar;Dominique Nathalie Yasmine Caroline;w;1983;69242;Mühlhausen;BW;Heidelberg;DE;Rechtsanwältin;73;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;43;Ersatzbewerber;Bund;99;Bundesgebiet;;SPD;25;
EP;26.05.2019;;;Oetjen;Jan-Christoph;m;1978;27367;Sottrum;NI;Rotenburg (Wümme);DE;MdL NI;71;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;5;;;;;;;;
EP;26.05.2019;;;Olejniczak;Natalie;w;1990;28755;Bremen;HB;Bremen;DE;Erzieherin;83;Bewerber;Land;04;Bremen;HB;CDU;Christlich Demokratische Union Deutschlands;4;;;;;;;;
EP;26.05.2019;;;Olević;Saša;m;1979;22147;Hamburg;HH;Hamburg;DE;Wirtschaftsinformatiker;43;Bewerber;Bund;99;Bundesgebiet;Bund;BIG;Bündnis für Innovation & Gerechtigkeit;5;;;;;;;;
EP;26.05.2019;;;Olsson;Jan;m;1997;73033;Göppingen;BW;Schwäbisch Gmünd;DE;Student der Wirtschaftswissenschaften;04;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;65;;;;;;;;
EP;26.05.2019;;;Olszewski;Peter;m;1988;75179;Pforzheim;BW;Pforzheim;DE;Ingenieur;27;Bewerber;Land;08;Baden-Württemberg;BW;CDU;Christlich Demokratische Union Deutschlands;20;;;;;;;;
EP;26.05.2019;;;Opelt;Uta;w;1970;40625;Düsseldorf;NW;Halle (Saale);DE;Dipl.-Kauffrau;61;Bewerber;Bund;99;Bundesgebiet;Bund;AfD;Alternative für Deutschland;18;;;;;;;;
EP;26.05.2019;;;Oppelt;Moritz Paul Georg;m;1989;68163;Mannheim;BW;Heidelberg;DE;Regierungsrat in der Finanzverwaltung BW;73;Bewerber;Land;08;Baden-Württemberg;BW;CDU;Christlich Demokratische Union Deutschlands;7;;;;;;;;
EP;26.05.2019;;;Orlowski;Paul Philipp;m;1995;98724;Lauscha;TH;Neuhaus am Rennweg;DE;Student;04;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;124;;;;;;;;
EP;26.05.2019;;;Orlowski;Sascha;m;1985;98724;Lauscha;TH;Neuhaus am Rennweg;DE;Sprechstundenhilfe;81;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;123;;;;;;;;
EP;26.05.2019;;;Osterlänger;Jürgen;m;1958;91448;Emskirchen;BY;Neustadt a.d.Aisch;DE;Entwicklungsingenieur;27;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;62;;;;;;;;
EP;26.05.2019;;;Ott;Cornelia;w;1964;31171;Nordstemmen;NI;Hildesheim;DE;Biologin;41;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;29;;;;;;;;
EP;26.05.2019;;;Otto;Christian Torsten;m;1947;65428;Rüsselsheim am Main;HE;Berlin;DE;Rentner;05;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;118;;;;;;;;
EP;26.05.2019;;;Ovelgönne;Jan Henrik;m;1975;59821;Arnsberg;NW;Volkach am Main;DE;Sozialarbeiter;83;Bewerber;Bund;99;Bundesgebiet;Bund;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;24;;;;;;;;
EP;26.05.2019;;;Paatsch;Michael Alexander;m;1968;21614;Buxtehude;NI;Berlin;DE;Dipl.-Ing. Luft- und Raumfahrttechnik;25;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;48;;;;;;;;
EP;26.05.2019;Dr.;;Pachevska;Mariya Valcheva;w;1972;80799;München;BY;Lovech;DE;Lehrerin, Dozentin;84;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;45;;;;;;;;
EP;26.05.2019;;;Pakendorf;Uwe;m;1978;51503;Rösrath;NW;Bergisch Gladbach;DE;Geschäftsführer;71;Bewerber;Land;05;Nordrhein-Westfalen;NW;CDU;Christlich Demokratische Union Deutschlands;8;;;;;;;;
EP;26.05.2019;;;Pallentin;Vanessa Sophie;w;1997;70329;Stuttgart;BW;Ostfildern;DE;Studentin;04;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;82;;;;;;;;
EP;26.05.2019;;;Papesch;Roland Hans;m;1992;75179;Pforzheim;BW;Ludwigsburg;DE;Student;04;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;154;;;;;;;;
EP;26.05.2019;;;Park;Ulrike;w;1957;40233;Düsseldorf;NW;Düsseldorf;DE;selbstständig;09;Bewerber;Bund;99;Bundesgebiet;Bund;TIERSCHUTZ hier!;Aktion Partei für Tierschutz – DAS ORIGINAL;10;;;;;;;;
EP;26.05.2019;;;Passow;Karin;w;1969;63924;Kleinheubach;BY;Miltenberg;DE;Dipl.-Kauffrau;61;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;9;;;;;;;;
EP;26.05.2019;;;Paulus;Jutta;w;1967;67433;Neustadt an der Weinstraße;RP;Gießen;DE;Apothekerin;81;Bewerber;Bund;99;Bundesgebiet;Bund;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;11;;;;;;;;
EP;26.05.2019;;;Pawlik;Natalie;w;1992;61231;Bad Nauheim;HE;Wostok;DE;Angestellte;71;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;2;;;;;;;;
EP;26.05.2019;;;Pehlke;Joachim Gerhard;m;1958;86316;Friedberg;BY;Pforzheim;DE;Angestellter;71;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;150;;;;;;;;
EP;26.05.2019;;;Peretzke;Carina;w;1989;41464;Neuss;NW;Neuss;DE;Referentin für Presse- und Öffentlichkeitsarbeit;92;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;29;;;;;;;;
