(c) Der Bundeswahlleiter, Wiesbaden 2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahlbewerberinnen und Wahlbewerber für die Wahl zum 9. Europäischen Parlament (26. Mai 2019) aus der Bundesrepublik Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stand:;12.04.2019;08:56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Format: CSV. Trennzeichen: Semikolon. Zeichensatz: UTF-8 mit BOM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahlart;Wahltag;Titel;Namenszusatz;Nachname;Vorname;Geschlecht;Geburtjahr;PLZ;Wohnort;WohnortLandAbk;Geburtsort;Staatsangehörigkeit;Beruf;Berufsschluessel;Kennzeichen;Gebietsart;Gebietsnummer;Gebietsname;GebietLandAbk;Gruppenname;GruppennameLang;Listenplatz;VerknKennzeichen;VerknGebietsart;VerknGebietsnummer;VerknGebietsname;VerknGebietLandAbk;VerknGruppenname;VerknListenplatz;VorpGewaehlt
EP;26.05.2019;Dr.;;Köster;Dietmar;m;1957;58300;Wetter (Ruhr);NW;Holzen (Schwerte);DE;Professor für Soziologie;84;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;8;;;;;;;;X
EP;26.05.2019;;;Köth;Frank;m;1964;13086;Berlin;BE;Berlin;DE;Elektroniker;26;Bewerber;Bund;99;Bundesgebiet;Bund;FAMILIE;Familien-Partei Deutschlands;10;;;;;;;;
EP;26.05.2019;;;Kübert;Andrea Tanja;w;1986;97072;Würzburg;BY;Würzburg;DE;Studentin;04;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;59;;;;;;;;
EP;26.05.2019;;;Kübler;Julia Maria;w;1984;56072;Koblenz;RP;Koblenz;DE;Lehrerin;84;Bewerber;Land;07;Rheinland-Pfalz;RP;CDU;Christlich Demokratische Union Deutschlands;7;;;;;;;;
EP;26.05.2019;;;Kühn;Lisa Rosa;w;1990;24103;Kiel;SH;Berlin;DE;Staatswissenschaftlerin;91;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;59;;;;;;;;
EP;26.05.2019;;;Kühne;Robert;m;1987;19055;Schwerin;MV;Lübz;DE;Angestellter;71;Bewerber;Bund;99;Bundesgebiet;Bund;DKP;Deutsche Kommunistische Partei;25;;;;;;;;
EP;26.05.2019;;;Künzle;Claus Alexander;m;1985;18057;Rostock;MV;Rotenburg (Wümme);DE;Rechtsanwalt;73;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;162;;;;;;;;
EP;26.05.2019;;;Laaser;Katja Susanne;w;1977;07639;Bad Klosterlausnitz;TH;Gera;DE;Juristin;73;Bewerber;Bund;99;Bundesgebiet;Bund;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;8;;;;;;;;
EP;26.05.2019;Dr.;;Lagodinsky;Sergey;m;1975;10249;Berlin;BE;Astrachan, UdSSR;DE;Rechtsanwalt, Angestellter;73;Bewerber;Bund;99;Bundesgebiet;Bund;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;12;;;;;;;;
EP;26.05.2019;;;Lamminmäki;Sara Maria Amani;w;1994;60326;Frankfurt am Main;HE;Frankfurt am Main;FI;Studentin der Sprachwissenschaft;04;Bewerber;Bund;99;Bundesgebiet;Bund;ÖkoLinX;Ökologische Linke;19;;;;;;;;
EP;26.05.2019;;;Lamprecht;Matthias Christian;m;1988;89073;Ulm;BW;Weingarten;DE;Physiker;41;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;72;Ersatzbewerber;Bund;99;Bundesgebiet;;SPD;46;
EP;26.05.2019;;;Land;Günter;m;1935;81476;München;BY;Beuthen;DE;Rechtsanwalt;73;Bewerber;Bund;99;Bundesgebiet;Bund;DIE VIOLETTEN;Die Violetten;4;;;;;;;;
EP;26.05.2019;;;Lang;Ricarda;w;1994;10967;Berlin;BE;Filderstadt;DE;Studentin;04;Bewerber;Bund;99;Bundesgebiet;Bund;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;25;;;;;;;;
EP;26.05.2019;;;Lange;Bernd;m;1955;31303;Burgdorf;NI;Oldenburg;DE;MdEP;71;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;6;;;;;;;;X
EP;26.05.2019;;;Lange;Marcel;m;1999;95515;Plankenfels;BY;Kulmbach;DE;Maler;33;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;160;;;;;;;;
EP;26.05.2019;;;Lange;Peter Friedemann;m;1995;24119;Kronshagen;SH;Ribnitz-Damgarten;DE;Sachbearbeiter Verwaltung;73;Bewerber;Bund;99;Bundesgebiet;Bund;Gesundheitsforschung;Partei für Gesundheitsforschung;4;;;;;;;;
EP;26.05.2019;;;Langensiepen;Katrin;w;1979;30451;Hannover;NI;Langenhagen;DE;Fremdsprachenassistentin;71;Bewerber;Bund;99;Bundesgebiet;Bund;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;9;;;;;;;;
EP;26.05.2019;;;Langhans;Ulrike Isolde;w;1962;97082;Würzburg;BY;Marktheidenfeld (Main);DE;Bankkauffrau;72;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;50;;;;;;;;
EP;26.05.2019;;;Langrehr;Keti;w;1976;30457;Hannover;NI;Rustavi, Georgien;DE;Dipl.-Juristin;73;Bewerber;Land;03;Niedersachsen;NI;CDU;Christlich Demokratische Union Deutschlands;8;;;;;;;;
EP;26.05.2019;;;Lanig;Theresia Margarethe;w;1989;97980;Bad Mergentheim;BW;Bad Mergentheim;DE;wiss. Mitarbeiterin im Abgeordnetenbüro;84;Ersatzbewerber;Land;08;Baden-Württemberg;BW;CDU;Christlich Demokratische Union Deutschlands;1;;;;;;;;
EP;26.05.2019;;;Laur;Dominik Gerhard;m;1991;12353;Berlin;BE;Mannheim;DE;Physiker;41;Bewerber;Bund;99;Bundesgebiet;Bund;MENSCHLICHE WELT;Menschliche Welt - für das Wohl und Glücklichsein aller;3;;;;;;;;
EP;26.05.2019;;;Lausch;Josef;m;1970;83109;Großkarolinenfeld;BY;Rosenheim;DE;Fachagrarwirt;11;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;BP;Bayernpartei;10;;;;;;;;
EP;26.05.2019;Dr.;;Lechtenfeld;Tobias Andreas;m;1981;53113;Bonn;NW;Berlin;DE;Ökonom;71;Bewerber;Bund;99;Bundesgebiet;Bund;Volt;Volt Deutschland;3;;;;;;;;
EP;26.05.2019;;;Lehmann;Ute;w;1963;64380;Roßdorf;HE;Frankfurt am Main;DE;Dipl.-Biologin;41;Bewerber;Bund;99;Bundesgebiet;Bund;Bündnis C;Bündnis C - Christen für Deutschland;11;;;;;;;;
EP;26.05.2019;;;Leidel;Christine;w;1961;67549;Worms;RP;Worms;DE;Bauzeichnerin;27;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;54;;;;;;;;
EP;26.05.2019;Dr.;;Leinen;Felix Andreas;m;1957;55129;Mainz;RP;Wiesbaden;DE;Dipl.-Mathematiker;41;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;73;;;;;;;;
EP;26.05.2019;;;Leinen;Josef Matthias;m;1948;66346;Püttlingen;SL;Bisten;DE;MdEP;71;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;20;;;;;;;;X
EP;26.05.2019;;;Lennartz;Martina;w;1965;35390;Gießen;HE;Gießen;DE;Lehrerin;84;Bewerber;Bund;99;Bundesgebiet;Bund;DKP;Deutsche Kommunistische Partei;12;;;;;;;;
EP;26.05.2019;;;Lenz;Georg Leonhard;m;1989;50667;Köln;NW;Köln;DE;Produktentwickler;27;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;115;;;;;;;;
EP;26.05.2019;;Freifrau von;Lerchenfeld;Maria Walburga Monika Charlotte Matthäa;w;1958;80636;München;BY;Ravensburg;DE;Hausfrau;06;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;18;;;;;;;;
EP;26.05.2019;;;Leuzinger;Björn;m;1989;69123;Heidelberg;BW;Heidelberg;DE;Chemielaborant;41;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;78;;;;;;;;
EP;26.05.2019;;;Lexa;Carsten Alexander;m;1976;97070;Würzburg;BY;Würzburg;DE;Rechtsanwalt;73;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;58;;;;;;;;
EP;26.05.2019;;;Ley;Christoph;m;1964;50226;Frechen;NW;Mechernich;DE;Arzt;81;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;53;;;;;;;;
EP;26.05.2019;;;Li;Yue;w;1986;80687;München;BY;Beijing;DE;Fachinformatikerin;43;Bewerber;Bund;99;Bundesgebiet;Bund;Gesundheitsforschung;Partei für Gesundheitsforschung;13;;;;;;;;
EP;26.05.2019;;;Lichey;Petra Heike;w;1966;40472;Düsseldorf;NW;Düsseldorf;DE;Mitarbeiterin in der Seniorenbetreuung;82;Bewerber;Bund;99;Bundesgebiet;Bund;TIERSCHUTZ hier!;Aktion Partei für Tierschutz – DAS ORIGINAL;9;;;;;;;;
EP;26.05.2019;;;Lichey;Vivien;w;1998;40472;Düsseldorf;NW;Bensberg;DE;IT-Mitarbeiterin;43;Bewerber;Bund;99;Bundesgebiet;Bund;TIERSCHUTZ hier!;Aktion Partei für Tierschutz – DAS ORIGINAL;4;;;;;;;;
EP;26.05.2019;;;Lichtenegger;Jörg Reiner;m;1971;95445;Bayreuth;BY;Regensburg;DE;CEO, Geschäftsführer, Unternehmer;71;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;108;;;;;;;;
EP;26.05.2019;Dr.;;Lieb;Thorsten Willibald;m;1973;60437;Frankfurt am Main;HE;Bad Kreuznach;DE;Rechtsanwalt;73;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;6;;;;;;;;
EP;26.05.2019;Prof. Dr.;;Liebert;Ulrike;w;1951;28209;Bremen;HB;Weimar;DE;Professorin für Politikwissenschaft (em.);84;Bewerber;Bund;99;Bundesgebiet;Bund;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;35;;;;;;;;
EP;26.05.2019;;;Liebing;Kai Wolfgang;m;1970;07549;Gera;TH;Rochlitz;DE;Herzperfusionist, Medizintechniker;82;Bewerber;Bund;99;Bundesgebiet;Bund;Gesundheitsforschung;Partei für Gesundheitsforschung;8;;;;;;;;
EP;26.05.2019;;;Liermann;Stephanie;w;1981;13129;Berlin;BE;Berlin;DE;Bürokauffrau;71;Bewerber;Bund;99;Bundesgebiet;Bund;Die Grauen;Die Grauen – Für alle Generationen;10;;;;;;;;
EP;26.05.2019;Dr.;;Liese;Hans-Peter;m;1965;59872;Meschede;NW;Olsberg;DE;MdEP, Arzt;71;Bewerber;Land;05;Nordrhein-Westfalen;NW;CDU;Christlich Demokratische Union Deutschlands;1;;;;;;;;X
EP;26.05.2019;;;Lietz;Arne;m;1976;06886;Lutherstadt Wittenberg;ST;Güstrow;DE;MdEP, Historiker;71;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;24;;;;;;;;X
EP;26.05.2019;;;Ließfeld;Bernd Walter Rudolf;m;1950;76829;Landau in der Pfalz;RP;Offenbach am Main;DE;Rentner;05;Bewerber;Bund;99;Bundesgebiet;Bund;FREIE WÄHLER;FREIE WÄHLER;12;;;;;;;;
EP;26.05.2019;;;Limmer;Peter;m;1966;83607;Holzkirchen;BY;Tegernsee;DE;Briefzusteller;51;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;76;;;;;;;;
EP;26.05.2019;;;Limmer;Richard;m;1992;84069;Schierling;BY;Kelheim;DE;Regierungsinspektoranwärter;04;Bewerber;Land;09;Bayern;BY;CSU;Christlich-Soziale Union in Bayern e.V.;22;;;;;;;;
EP;26.05.2019;Dr.;;Limmer;Sylvia;w;1966;95355;Presseck;BY;Bayreuth;DE;Dipl.-Biologin, Tierärztin;81;Bewerber;Bund;99;Bundesgebiet;Bund;AfD;Alternative für Deutschland;9;;;;;;;;
EP;26.05.2019;;;Lins;Norbert Alexander;m;1977;88630;Pfullendorf;BW;Ravensburg;DE;MdEP;71;Bewerber;Land;08;Baden-Württemberg;BW;CDU;Christlich Demokratische Union Deutschlands;4;;;;;;;;X
EP;26.05.2019;;;Lippmann;Beate Christine;w;1967;81667;München;BY;Heilbronn;DE;Vertragsmanagerin;73;Bewerber;Bund;99;Bundesgebiet;Bund;DiEM25;Demokratie in Europa - DiEM25;15;;;;;;;;
EP;26.05.2019;Dr.;;Littmann;Annette Margarethe;w;1960;44265;Dortmund;NW;Berlin;DE;Dipl.-Kauffrau;61;Bewerber;Land;05;Nordrhein-Westfalen;NW;CDU;Christlich Demokratische Union Deutschlands;12;;;;;;;;
EP;26.05.2019;;;Ljajic;Edin;m;1980;55270;Ober-Olm;RP;Novi Pazar, Serbien;DE;Salesmanager;61;Bewerber;Bund;99;Bundesgebiet;Bund;BIG;Bündnis für Innovation & Gerechtigkeit;33;;;;;;;;
EP;26.05.2019;;;Lodge;Jamie Christopher;m;1991;38300;Wolfenbüttel;NI;Wolfenbüttel;DE;Notfallsanitäter;81;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;24;;;;;;;;
EP;26.05.2019;;;Lohmann;Jörn;m;1993;31749;Auetal;NI;Stadthagen;DE;Student;04;Bewerber;Land;03;Niedersachsen;NI;CDU;Christlich Demokratische Union Deutschlands;22;;;;;;;;
EP;26.05.2019;;;Lommes;Peter;m;1956;47877;Willich;NW;Koblenz-Moselweiß;DE;Kaufmann;61;Bewerber;Bund;99;Bundesgebiet;Bund;DKP;Deutsche Kommunistische Partei;35;;;;;;;;
EP;26.05.2019;;;Look;Jens Jörg;m;1964;13407;Berlin;BE;Berlin;DE;Postbeamter;51;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;79;;;;;;;;
EP;26.05.2019;;;Lopau;Kornelia;w;1953;70374;Stuttgart;BW;Büsum;DE;Rentnerin;05;Bewerber;Bund;99;Bundesgebiet;Bund;DKP;Deutsche Kommunistische Partei;16;;;;;;;;
EP;26.05.2019;;;Lopp;Volker Heimfried;m;1962;56410;Montabaur;RP;Mainz;DE;selbst. Unternehmensberater;71;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;63;;;;;;;;
EP;26.05.2019;;;Lorentsen;Kerstin;w;1964;37154;Northeim;NI;Northeim;DE;Chefsekretärin;71;Bewerber;Land;03;Niedersachsen;NI;CDU;Christlich Demokratische Union Deutschlands;26;;;;;;;;
EP;26.05.2019;;;Lorenz;Ursula Maria;w;1969;55118;Mainz;RP;Erbach (Odenwald);DE;Politologin (M. A.);91;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;120;;;;;;;;
EP;26.05.2019;;;Lucht;Klaus-Peter Friedrich;m;1961;24594;Mörel;SH;Mörel;DE;Landwirt;11;Bewerber;Land;01;Schleswig-Holstein;SH;CDU;Christlich Demokratische Union Deutschlands;5;;;;;;;;
EP;26.05.2019;Prof. Dr.;;Lucke;Bernd;m;1962;21423;Winsen (Luhe);NI;Berlin;DE;Professor für Volkswirtschaftslehre;84;Bewerber;Bund;99;Bundesgebiet;Bund;LKR;LKR - Bernd Lucke und die Liberal-Konservativen Reformer;1;;;;;;;;X
EP;26.05.2019;;;Lucke;Karsten;m;1974;56472;Lautzenbrücken;RP;Kiel;DE;Studienleiter;84;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;14;;;;;;;;
EP;26.05.2019;Dr.;;Ludwig;Fred Holger;m;1946;76887;Bad Bergzabern;RP;Walsheim;DE;Frauenarzt, Onkologe;81;Bewerber;Land;07;Rheinland-Pfalz;RP;CDU;Christlich Demokratische Union Deutschlands;17;;;;;;;;
EP;26.05.2019;;;Lukoschek;Tobias Josef;m;1994;91301;Forchheim;BY;Forchheim;DE;Softwareentwickler;43;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;95;;;;;;;;
EP;26.05.2019;Dr.;;Lutzmann;Christoph Nicolá;m;1975;69120;Heidelberg;BW;Münster;DE;Biologe;41;Bewerber;Bund;99;Bundesgebiet;Bund;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;30;;;;;;;;
EP;26.05.2019;;;Lässig;Gisela Eleonore Helma;w;1953;81539;München;BY;München;DE;Assessorin;73;Bewerber;Bund;99;Bundesgebiet;Bund;DIE FRAUEN;Feministische Partei DIE FRAUEN;12;;;;;;;;
EP;26.05.2019;;;Löhr;Steffen Simon;m;1986;57250;Netphen;NW;Siegen;DE;Projektbeauftragter Digitalisierung;71;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;92;Ersatzbewerber;Bund;99;Bundesgebiet;;SPD;7;
EP;26.05.2019;;;Lück;Sandra Ramona Ruth;w;1974;52391;Vettweiß;NW;Lünen;DE;Büroangestellte;71;Bewerber;Bund;99;Bundesgebiet;Bund;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;4;;;;;;;;
EP;26.05.2019;;;Lücke;Martin Stefan;m;1963;96450;Coburg;BY;Celle;DE;Facharzt für Anästhesie;81;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;38;;;;;;;;
EP;26.05.2019;;;Lühring;Sonia Ellen;w;1962;79206;Breisach am Rhein;BW;Rehren;DE;Industriekauffrau;71;Bewerber;Bund;99;Bundesgebiet;Bund;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;6;;;;;;;;
EP;26.05.2019;;;Lünzmann;Hans Thorsten Zuke Wilhelm;m;1968;23669;Timmendorfer Strand;SH;Hamburg;DE;Reiseverkehrskaufmann;63;Bewerber;Bund;99;Bundesgebiet;Bund;DKP;Deutsche Kommunistische Partei;21;;;;;;;;
EP;26.05.2019;;;Lütkebohmert;Christina;w;1996;30419;Hannover;NI;Roth;DE;Studentin;04;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;68;;;;;;;;
EP;26.05.2019;;;Maas;Hendrik;m;1996;31582;Nienburg (Weser);NI;Hannover;DE;Student;04;Bewerber;Land;03;Niedersachsen;NI;CDU;Christlich Demokratische Union Deutschlands;25;;;;;;;;
EP;26.05.2019;;;Mack;Jürgen Otto;m;1945;40885;Ratingen;NW;Potsdam;DE;Rentner;05;Bewerber;Bund;99;Bundesgebiet;Bund;TIERSCHUTZ hier!;Aktion Partei für Tierschutz – DAS ORIGINAL;11;;;;;;;;
EP;26.05.2019;;;Mahler;Analena;w;1997;76532;Baden-Baden;BW;Baden-Baden;DE;Junior Account Managerin;92;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;70;;;;;;;;
EP;26.05.2019;;;Mahnel;Christof;m;1990;30449;Hannover;NI;Offenbach;DE;Angestellter;71;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;92;;;;;;;;
EP;26.05.2019;;;Mahwera;Marie-Florence Muzakare-Bahati;w;1982;10115;Berlin;BE;Köln;DE;Juristin;73;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;78;;;;;;;;
EP;26.05.2019;;;Mai;Susann;w;1967;37339;Leinefelde-Worbis;TH;Leinefelde;DE;Krankenschwester;81;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;33;;;;;;;;
EP;26.05.2019;;;Maier;Ludwig;m;1961;83564;Soyen;BY;Hub (Soyen);DE;Heilerziehungspflegehelfer;83;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;28;;;;;;;;
EP;26.05.2019;;;Maier;Sarah Viktoria Luise;w;1984;38102;Braunschweig;NI;Bonn;DE;Beamtin;73;Bewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;61;;;;;;;;
EP;26.05.2019;;;Makowski;Sylvia Agnes;w;1978;70825;Korntal-Münchingen;BW;Osterode, Polen;DE;kfm. Angestellte;71;Bewerber;Bund;99;Bundesgebiet;Bund;MENSCHLICHE WELT;Menschliche Welt - für das Wohl und Glücklichsein aller;7;;;;;;;;
EP;26.05.2019;;;Malcoci;Christian;m;1963;41515;Grevenbroich;NW;Klausenburg;DE;Schriftsetzer;23;Bewerber;Bund;99;Bundesgebiet;Bund;DIE RECHTE;DIE RECHTE – Partei für Volksabstimmung, Souveränität und Heimatschutz;6;;;;;;;;
EP;26.05.2019;;;Maller;Anton;m;1957;84140;Gangkofen;BY;Gangkofen;DE;Molkereimeister;29;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;BP;Bayernpartei;5;;;;;;;;
EP;26.05.2019;;;Malliaras;Thrasivoulos;m;1992;70374;Stuttgart;BW;Stuttgart;DE;polit. Referent im Stuttgarter Rathaus;91;Ersatzbewerber;Land;08;Baden-Württemberg;BW;CDU;Christlich Demokratische Union Deutschlands;10;;;;;;;;
EP;26.05.2019;Dr.;;Malowaniec;Krzysztof;m;1955;90547;Stein;BY;Warschau, Polen;DE;Dipl.-Informatiker (PL);43;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;18;;;;;;;;
EP;26.05.2019;;Freiin von;Maltzahn;Felice Vivienne Adelheid Daisy;w;1990;10555;Berlin;BE;Frankfurt am Main;DE;Historikerin;91;Bewerber;Bund;99;Bundesgebiet;Bund;Volt;Volt Deutschland;16;;;;;;;;
EP;26.05.2019;;;Manfredini;Marco Timo Ermanno;m;1967;28203;Bremen;HB;Bremerhaven;DE;Politiker;71;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;13;;;;;;;;
EP;26.05.2019;;;Mangold;Urban;m;1963;94032;Passau;BY;Rotthalmünster;DE;2. Bürgermeister;71;Bewerber;Bund;99;Bundesgebiet;Bund;ÖDP;Ökologisch-Demokratische Partei;25;;;;;;;;
EP;26.05.2019;;;Manitzke;Katinka Sonja;w;1974;26135;Oldenburg (Oldenburg);NI;Varel;DE;Angestellte;71;Bewerber;Bund;99;Bundesgebiet;Bund;DKP;Deutsche Kommunistische Partei;14;;;;;;;;
EP;26.05.2019;;;Mann;Thomas;m;1946;65824;Schwalbach am Taunus;HE;Naumburg (Saale);DE;Industriekaufmann;71;Bewerber;Land;06;Hessen;HE;CDU;Christlich Demokratische Union Deutschlands;25;;;;;;;;X
EP;26.05.2019;;;Marquardt;Erik;m;1987;13086;Berlin;BE;Neubrandenburg;DE;Fotograf;23;Bewerber;Bund;99;Bundesgebiet;Bund;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;8;;;;;;;;
EP;26.05.2019;;;Marquardt;Luise Sophie;w;1994;22083;Hamburg;HH;Berlin;DE;Export Sales Administrator;61;Bewerber;Bund;99;Bundesgebiet;Bund;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;134;;;;;;;;
EP;26.05.2019;Dr.;;Martin;Markus Matthias;m;1981;70191;Stuttgart;BW;Backnang;DE;Rechtsanwalt;73;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;131;;;;;;;;
EP;26.05.2019;;;Martiny;Sabine;w;1944;33129;Delbrück;NW;Tübingen;DE;Malerin;33;Bewerber;Bund;99;Bundesgebiet;Bund;PIRATEN;Piratenpartei Deutschland;3;;;;;;;;
EP;26.05.2019;Dr.;;Maschke;Hans-Eckhard;m;1961;68623;Lampertheim;HE;Hannover;DE;Biochemiker;41;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;47;;;;;;;;
EP;26.05.2019;;;Mastronikolas;Anja;w;1966;41812;Erkelenz;NW;Marburg;DE;psychol. Beraterin;81;Bewerber;Bund;99;Bundesgebiet;Bund;Graue Panther;Graue Panther;6;;;;;;;;
EP;26.05.2019;;;Matentzoglou;Fotis;m;1986;44579;Castrop-Rauxel;NW;Castrop-Rauxel;DE;Angestellter;71;Bewerber;Bund;99;Bundesgebiet;Bund;DIE LINKE;DIE LINKE;16;;;;;;;;
EP;26.05.2019;;;Mattern;Sascha Anton;m;1970;52525;Heinsberg;NW;Geilenkirchen;DE;Dipl.-Kaufmann;61;Bewerber;Bund;99;Bundesgebiet;Bund;FREIE WÄHLER;FREIE WÄHLER;25;;;;;;;;
EP;26.05.2019;;;Matthes;Henrik;m;1970;23554;Lübeck;SH;Lübeck;DE;arbeitslos;06;Bewerber;Bund;99;Bundesgebiet;Bund;DKP;Deutsche Kommunistische Partei;33;;;;;;;;
EP;26.05.2019;;;Maurer;Manfred Erwin;m;1949;66287;Quierschied;SL;Quierschied;DE;Rentner;05;Bewerber;Land;10;Saarland;SL;CDU;Christlich Demokratische Union Deutschlands;7;;;;;;;;
EP;26.05.2019;;;Maus;Andreas;m;1989;37077;Göttingen;NI;Eichstätt;DE;wiss. Angestellter;84;Bewerber;Bund;99;Bundesgebiet;Bund;Volt;Volt Deutschland;7;;;;;;;;
EP;26.05.2019;;;Mayer;Joachim;m;1969;67598;Gundersheim;RP;Alzey;DE;Leiter International Center Hochschule;84;Ersatzbewerber;Bund;99;Bundesgebiet;Bund;SPD;Sozialdemokratische Partei Deutschlands;33;;;;;;;;
EP;26.05.2019;;;Mayer;Maximilian Bernhard;m;1991;70192;Stuttgart;BW;Stuttgart;DE;Angestellter;71;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;38;;;;;;;;
EP;26.05.2019;;;McAllister;David James;m;1971;27624;Geestland;NI;Berlin-Charlottenburg;DE;MdEP, Rechtsanwalt;71;Bewerber;Land;03;Niedersachsen;NI;CDU;Christlich Demokratische Union Deutschlands;1;;;;;;;;X
EP;26.05.2019;;von;Meding;Sebastian;m;1970;90571;Schwaig b.Nürnberg;BY;Hannover;DE;Dipl.-Kaufmann;61;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;80;;;;;;;;
EP;26.05.2019;;de;Meeûs d'Argenteuil;Tina;w;1973;1180;Bruxelles (Belgien);Ausland;Bad Oeynhausen;DE;selbstständig;09;Bewerber;Bund;99;Bundesgebiet;Bund;FDP;Freie Demokratische Partei;15;;;;;;;;
